moXP_036134596.1	moXP_036134596.1
rfXP_032971475.1	moXP_036127468.1
rfXP_032971475.1	phXP_045703440.1
rfXP_032971475.1	ajXP_036988108.1
rfXP_032971475.1	enKAK1346864.1
rfXP_032971475.1	mdXP_059535524.1
rfXP_032946544.1	rfXP_032946544.1
rfXP_032955728.1	rfXP_032955728.1
rfXP_032987186.1	rfXP_032987186.1
rfXP_032961187.1	rfXP_032961187.1
rfXP_032978475.1	rfXP_032978475.1
rfXP_032952834.1	rfXP_032952834.1
rfXP_032946543.1	rfXP_032946543.1
ajXP_037006132.2	ajXP_037006132.2
ajXP_037010586.2	ajXP_037010586.2
ajXP_053520509.1	ajXP_053520509.1
ajXP_053514806.1	ajXP_053514806.1
ajXP_036999543.2	ajXP_036999543.2
drXP_045059922.1	drXP_045059922.1
drXP_045059922.1	drXP_024426506.1
drXP_045059922.1	drXP_024426507.1
drXP_024416395.2	drXP_024416395.2
drXP_024433061.1	drXP_024433061.1
drXP_053775563.1	drXP_053775563.1
drXP_053775563.1	phXP_045691014.1
drXP_053775563.1	ajXP_037016462.2
drXP_053775563.1	drXP_053775562.1
drXP_053775563.1	drXP_053775564.1
drXP_053775563.1	pdXP_035875536.1
drXP_024409727.2	drXP_024409727.2
drXP_053776132.1	drXP_053776132.1
efXP_008155720.1	efXP_008155720.1
efXP_027997859.1	efXP_027997859.1
efXP_027997859.1	mmXP_036194648.1
efXP_027997859.1	mlXP_023607687.1
efXP_027997859.1	mdXP_059528656.1
efXP_054568227.1	efXP_054568227.1
enKAK1344072.1	enKAK1344072.1
enKAK1344072.1	enKAK1344072.1
enKAK1336115.1	enKAK1336115.1
enKAK1341629.1	enKAK1341629.1
enKAK1332856.1	enKAK1332856.1
enKAK1345917.1	enKAK1345917.1
enKAK1337498.1	enKAK1337498.1
enKAK1337498.1	enKAK1337498.1
enKAK1337498.1	enKAK1337498.1
enKAK1334173.1	enKAK1334173.1
mbXP_014387984.1	mbXP_014387984.1
mbXP_014387984.1	mbXP_014387984.1
mbXP_014385691.1	mbXP_014385691.1
mbXP_014385691.1	mlXP_014318903.1
mbXP_014385691.1	mbXP_005882608.1
mbXP_014385691.1	mlXP_014318897.1
mbXP_005878900.1	mbXP_005878900.1
mbXP_005878900.1	mlXP_006105562.3
mbXP_005878900.1	pkXP_036307891.1
mbXP_005878900.1	pnCAK6437717.1
mbXP_005878900.1	efXP_008151745.2
mbXP_005878900.1	mmXP_036197324.1
mbXP_005878900.1	mdXP_059524747.1
mbXP_005878900.1	enKAK1331627.1
mdXP_059518048.1	mdXP_059518048.1
mdXP_059518048.1	mmXP_036211899.1
mdXP_059518048.1	mlXP_006105220.1
mdXP_059518048.1	efXP_008147297.2
mdXP_059518927.1	mdXP_059518927.1
mdXP_059518927.1	mdXP_059518927.1
mdXP_059518927.1	mdXP_059518927.1
mdXP_059525489.1	mdXP_059525489.1
mdXP_059527659.1	mdXP_059527659.1
pgXP_039734403.1	pgXP_039734403.1
pgXP_039734403.1	raXP_036089933.1
pgXP_039734403.1	pgXP_039734404.1
pgXP_039734403.1	raXP_016000512.1
pgXP_039734403.1	pgXP_039734405.1
pgXP_039734403.1	raXP_016000513.1
pgXP_039734403.1	raXP_016000521.1
pgXP_039734403.1	rfXP_032989369.1
pgXP_039734403.1	rfXP_032989370.1
pgXP_039734403.1	rfXP_032989371.1
pgXP_039734403.1	rfXP_032989373.1
pgXP_039715067.1	pgXP_039715067.1
pgXP_039715067.1	pvXP_011366884.1
pgXP_039715067.1	raXP_015984836.1
pgXP_039715067.1	paXP_006912488.1
pgXP_039715067.1	rfXP_032947352.1
pgXP_039737654.1	pgXP_039737654.1
pgXP_039737654.1	paXP_006922885.1
pgXP_039737654.1	raXP_015984721.1
pgXP_039737654.1	pvXP_011383293.1
pgXP_039717996.1	pgXP_039717996.1
pgXP_039717996.1	paXP_006904994.1
pgXP_039717996.1	pvXP_011382583.1
phXP_045710691.1	phXP_045710691.1
phXP_045710691.1	pdXP_028370904.1
phXP_045682387.1	phXP_045682387.1
phXP_045682387.1	pdXP_028387792.1
phXP_045682387.1	drXP_024435371.3
phXP_045682387.1	ajXP_037016110.1
phXP_045682387.1	mlXP_006084121.1
phXP_045682387.1	mdXP_059537788.1
phXP_045682387.1	mmXP_036153888.1
phXP_045682387.1	mbXP_005861741.1
phXP_045682387.1	raXP_015982523.2
phXP_045682387.1	moXP_036107362.1
phXP_045682387.1	pgXP_039733852.1
phXP_045682387.1	rfXP_032972387.1
phXP_045682387.1	pvXP_011385210.2
phXP_045682387.1	paXP_006914592.2
phXP_045682387.1	pnCAK6443828.1
phXP_045682387.1	efXP_008142960.1
phXP_045682387.1	pkXP_036311019.1
phXP_045713993.1	phXP_045713993.1
phXP_045713993.1	pdXP_028363898.1
pkXP_036298411.1	pkXP_036298411.1
pkXP_036290119.1	pkXP_036290119.1
pkXP_036269194.1	pkXP_036269194.1
pnCAK6439295.1	pnCAK6439295.1
pnCAK6446036.1	pnCAK6446036.1
pnCAK6446036.1	pkXP_036280190.1
pnCAK6437966.1	pnCAK6437966.1
pnCAK6435305.1	pnCAK6435305.1
pvXP_011360115.1	pvXP_011360115.1
pvXP_023381649.1	pvXP_023381649.1
pvXP_023381649.1	pgXP_039737658.1
pvXP_023381649.1	pvXP_023381650.1
pvXP_023381649.1	pvXP_023381652.1
pvXP_023381649.1	pvXP_011383294.1
pvXP_023381649.1	pgXP_039737655.1
pvXP_023381649.1	paXP_024896275.1
pvXP_023381649.1	paXP_006922886.1
pvXP_023381649.1	paXP_024896275.1
pvXP_023381649.1	paXP_006922886.1
pvXP_023381649.1	pgXP_039737656.1
pvXP_023381649.1	pgXP_039737657.1
pvXP_011379352.1	pvXP_011379352.1
pvXP_011379352.1	paXP_006923668.1
pvXP_011379352.1	pgXP_039705683.1
pvXP_011360587.1	pvXP_011360587.1
pvXP_011383538.1	pvXP_011383538.1
pvXP_011383538.1	pgXP_039722326.1
pvXP_011383538.1	paXP_006918399.1
raXP_016011204.2	raXP_016011204.2
raXP_016011204.2	raXP_016011204.2
raXP_016011204.2	raXP_016011204.2
raXP_016011204.2	paXP_015446277.1
raXP_016011204.2	paXP_015446277.1
raXP_016011204.2	paXP_015446277.1
raXP_016011204.2	pgXP_039696309.1
raXP_016011204.2	pgXP_039696309.1
raXP_016011204.2	pgXP_039696309.1
raXP_016018654.2	raXP_016018654.2
raXP_016018654.2	raXP_016018653.1
rfXP_032963955.1	rfXP_032963955.1
rfXP_032963955.1	pdXP_028361742.1
rfXP_032963955.1	pgXP_039745027.1
rfXP_032963955.1	raXP_036094638.1
rfXP_032963955.1	mdXP_059557826.1
rfXP_032963955.1	mmXP_036156923.1
rfXP_032963955.1	pkXP_036298619.1
rfXP_032963955.1	pkXP_045438682.1
rfXP_032963955.1	ajXP_037012418.1
rfXP_032963955.1	paXP_006920442.1
rfXP_032963955.1	efXP_008141352.1
rfXP_032963955.1	phXP_045678287.1
rfXP_032963955.1	pnCAK6432251.1
rfXP_032963955.1	drXP_024423948.1
rfXP_032963955.1	pvXP_011353387.1
rfXP_032963955.1	mlXP_006086049.1
rfXP_032963955.1	moXP_036111385.1
rfXP_032963955.1	mbXP_005864023.1
rfXP_032963955.1	sbXP_066133133.1
rfXP_032986500.1	rfXP_032986500.1
rfXP_032986500.1	rfXP_032986502.1
rfXP_032986500.1	rfXP_032986503.1
rfXP_032952832.1	rfXP_032952832.1
rfXP_032979937.1	rfXP_032979937.1
rfXP_032979937.1	rfXP_032979938.1
rfXP_032979937.1	rfXP_032979939.1
rfXP_032979937.1	rfXP_032979937.1
rfXP_032979937.1	rfXP_032979938.1
rfXP_032979937.1	rfXP_032979939.1
sbXP_066096104.1	sbXP_066096104.1
sbXP_066088684.1	sbXP_066088684.1
sbXP_066114806.1	sbXP_066114806.1
sbXP_066114806.1	sbXP_066114806.1
sbXP_066114806.1	raXP_015981472.1
sbXP_066114806.1	raXP_015981472.1
sbXP_066114806.1	phXP_045686399.1
sbXP_066114806.1	mdXP_059539943.1
sbXP_066114806.1	ajXP_036995707.2
sbXP_066114806.1	efXP_054574737.1
sbXP_066114806.1	efXP_054574737.1
sbXP_066114806.1	phXP_045686403.1
sbXP_066114806.1	phXP_045686400.1
sbXP_066114806.1	phXP_045686401.1
sbXP_066114806.1	moXP_036107949.1
sbXP_066114806.1	pdXP_035874369.1
sbXP_066114806.1	phXP_045686403.1
sbXP_066114806.1	phXP_045686402.1
sbXP_066114806.1	pnCAK6443059.1
sbXP_066114806.1	drXP_053776828.1
sbXP_066114806.1	moXP_036107949.1
sbXP_066114806.1	pdXP_028387917.2
sbXP_066114806.1	phXP_045686400.1
sbXP_066114806.1	pnCAK6443059.1
sbXP_066114806.1	drXP_024411561.1
sbXP_066114806.1	pdXP_035874369.1
sbXP_066114806.1	phXP_045686401.1
sbXP_066114806.1	drXP_053776828.1
sbXP_066114806.1	pdXP_028387917.2
sbXP_066114806.1	phXP_045686402.1
sbXP_066114806.1	drXP_024411561.1
sbXP_066114806.1	mmXP_036154367.1
sbXP_066114806.1	phXP_045686399.1
sbXP_066114806.1	mmXP_036154367.1
sbXP_066114806.1	pkXP_045444351.1
sbXP_066114806.1	pkXP_045444351.1
sbXP_066114806.1	mdXP_059539943.1
sbXP_066114806.1	pvXP_011366114.2
sbXP_066114806.1	ajXP_036995707.2
sbXP_066114806.1	paXP_024896731.1
sbXP_066114806.1	pvXP_011366114.2
sbXP_066114806.1	mbXP_014394918.1
sbXP_066114806.1	paXP_024896731.1
sbXP_066114806.1	pgXP_039725140.1
sbXP_066114806.1	mbXP_014394919.1
sbXP_066114806.1	pgXP_039725141.1
sbXP_066114806.1	mbXP_005865982.1
sbXP_066114806.1	pgXP_039725140.1
sbXP_066114806.1	mbXP_014394918.1
sbXP_066114806.1	pgXP_039725141.1
sbXP_066114806.1	mbXP_014394919.1
sbXP_066114806.1	mbXP_005865982.1
sbXP_066112497.1	sbXP_066112497.1
sbXP_066109070.1	sbXP_066109070.1
sbXP_066110462.1	sbXP_066110462.1
sbXP_066127656.1	sbXP_066127656.1
sbXP_066127656.1	sbXP_066127656.1
sbXP_066127656.1	sbXP_066127656.1
sbXP_066105822.1	sbXP_066105822.1
sbXP_066096710.1	sbXP_066096710.1
sbXP_066109384.1	sbXP_066109384.1
ajXP_037009801.2	ajXP_037009801.2
ajXP_037006028.2	ajXP_037006028.2
ajXP_037016657.2	ajXP_037016657.2
ajXP_037007442.2	ajXP_037007442.2
ajXP_036982516.2	ajXP_036982516.2
ajXP_053523989.1	ajXP_053523989.1
ajXP_053523989.1	ajXP_053523989.1
ajXP_037012244.1	ajXP_037012244.1
ajXP_037012244.1	ajXP_037012244.1
ajXP_037012244.1	ajXP_037012244.1
ajXP_037012244.1	ajXP_037012244.1
drXP_024421158.1	drXP_024421158.1
drXP_024433067.1	drXP_024433067.1
drXP_045045481.2	drXP_045045481.2
drXP_045045481.2	drXP_045045481.2
drXP_024409766.1	drXP_024409766.1
drXP_024409766.1	drXP_024409766.1
drXP_024409766.1	drXP_024409766.1
drXP_045049842.1	drXP_045049842.1
drXP_045049842.1	drXP_024414323.1
drXP_045049842.1	drXP_024414322.1
drXP_024427784.2	drXP_024427784.2
efXP_054568464.1	efXP_054568464.1
mbXP_005869812.1	mbXP_005869812.1
mbXP_005867487.1	mbXP_005867487.1
mbXP_005867487.1	efXP_054568025.1
mbXP_005867487.1	mbXP_005867486.1
mbXP_005867487.1	mlXP_006095220.1
mbXP_005867487.1	mlXP_023614986.1
mbXP_005867487.1	mmXP_036199977.1
mbXP_005867487.1	mdXP_059530311.1
mbXP_005867487.1	mmXP_036199975.1
mdXP_059516697.1	mdXP_059516697.1
mdXP_059516697.1	mdXP_059516696.1
mdXP_059534302.1	mdXP_059534302.1
mdXP_059534302.1	mmXP_036211308.1
mdXP_059558072.1	mdXP_059558072.1
mdXP_059558072.1	mdXP_059558073.1
mdXP_059558072.1	mdXP_059558074.1
mdXP_059558072.1	mdXP_059558073.1
mdXP_059558072.1	mdXP_059558074.1
mdXP_059558072.1	mdXP_059558072.1
mlXP_023609681.1	mlXP_023609681.1
mlXP_023614976.1	mlXP_023614976.1
mlXP_023614976.1	mdXP_059530309.1
mlXP_023614976.1	mlXP_014316698.1
mlXP_023614976.1	mdXP_059530308.1
mlXP_023614976.1	mdXP_059530307.1
mlXP_023614976.1	mlXP_023614975.1
mlXP_023614976.1	mlXP_023614977.1
mlXP_023614976.1	mlXP_014316696.1
mlXP_023614976.1	mlXP_014316699.1
mlXP_023614976.1	mlXP_014316700.1
mlXP_023614976.1	enKAK1329108.1
mlXP_023614976.1	mlXP_014316701.1
mlXP_023614976.1	mbXP_014396216.1
mlXP_023614976.1	sbXP_066111300.1
mlXP_023614976.1	mbXP_014396217.1
mlXP_023614976.1	sbXP_066111301.1
mlXP_023614976.1	mbXP_005867484.1
mlXP_023614976.1	mbXP_005867485.1
mlXP_023614976.1	mmXP_036199593.1
mlXP_023614976.1	mmXP_036199590.1
mlXP_023614976.1	mdXP_059530305.1
mmXP_036211838.1	mmXP_036211838.1
moXP_036107868.1	moXP_036107868.1
moXP_036107868.1	moXP_036107869.1
moXP_036122211.1	moXP_036122211.1
moXP_036121873.1	moXP_036121873.1
moXP_036129131.1	moXP_036129131.1
moXP_036131965.1	moXP_036131965.1
moXP_036119455.1	moXP_036119455.1
moXP_036119455.1	moXP_036119455.1
moXP_036128834.1	moXP_036128834.1
moXP_036128834.1	moXP_036128834.1
moXP_036097472.1	moXP_036097472.1
paXP_015444160.1	paXP_015444160.1
paXP_015444160.1	paXP_015444160.1
paXP_006917194.1	paXP_006917194.1
paXP_006917194.1	pvXP_011359271.1
paXP_006917194.1	pgXP_039722688.1
paXP_006925222.2	paXP_006925222.2
pdXP_028372333.1	pdXP_028372333.1
pdXP_028372333.1	phXP_045684329.1
pgXP_039696653.1	pgXP_039696653.1
pgXP_039696653.1	moXP_036115718.1
pgXP_039696653.1	mmXP_036182359.1
pgXP_039696653.1	pvXP_011384427.1
pgXP_039696653.1	efXP_008145096.1
pgXP_039696653.1	pvXP_011384427.1
pgXP_039696653.1	raXP_015987937.1
pgXP_039696653.1	raXP_015987927.2
pgXP_039696653.1	mlXP_023599606.1
pgXP_039696653.1	mlXP_023599607.1
pgXP_039696653.1	phXP_045711104.1
pgXP_039696653.1	mlXP_006102566.1
pgXP_039696653.1	sbXP_066108286.1
pgXP_039696653.1	ajXP_036991155.1
pgXP_039696653.1	drXP_053780492.1
pgXP_039696653.1	ajXP_036991156.1
pgXP_039696653.1	drXP_053780493.1
pgXP_039696653.1	pgXP_039696654.1
pgXP_039696653.1	pkXP_036272531.1
pgXP_039696653.1	pnCAK6449792.1
pgXP_039696653.1	rfXP_032975172.1
pgXP_039696653.1	pdXP_028373475.1
pgXP_039696653.1	rfXP_032975173.1
pgXP_039696653.1	mdXP_059565906.1
pgXP_039696653.1	paXP_006911091.1
pgXP_039696653.1	paXP_006911091.1
phXP_045685721.1	phXP_045685721.1
phXP_045685721.1	pdXP_028384766.1
phXP_045697354.1	phXP_045697354.1
phXP_045697354.1	pdXP_028386800.1
phXP_045672910.1	phXP_045672910.1
phXP_045679068.1	phXP_045679068.1
phXP_045679068.1	drXP_024423732.2
phXP_045679068.1	pdXP_035868150.1
phXP_045695813.1	phXP_045695813.1
phXP_045713868.1	phXP_045713868.1
pkXP_036302234.1	pkXP_036302234.1
pkXP_036302234.1	pnCAK6441996.1
pkXP_045444399.1	pkXP_045444399.1
pkXP_045444399.1	pkXP_036313607.1
pkXP_045444399.1	pnCAK6443053.1
pkXP_036311901.1	pkXP_036311901.1
pkXP_036290075.1	pkXP_036290075.1
pkXP_036268497.1	pkXP_036268497.1
pkXP_036268497.1	pnCAK6433027.1
pkXP_036291874.1	pkXP_036291874.1
pkXP_036291874.1	pnCAK6435307.1
pkXP_036291874.1	pkXP_036291873.1
pkXP_036308990.2	pkXP_036308990.2
pnCAK6433078.1	pnCAK6433078.1
pnCAK6433078.1	pkXP_036269911.1
pnCAK6441951.1	pnCAK6441951.1
pvXP_011377898.1	pvXP_011377898.1
pvXP_011360574.1	pvXP_011360574.1
pvXP_011360574.1	pgXP_039735909.1
pvXP_011360574.1	paXP_006923224.1
raXP_016004135.1	raXP_016004135.1
raXP_016004135.1	raXP_016004134.1
raXP_015999869.2	raXP_015999869.2
raXP_015997402.2	raXP_015997402.2
raXP_015992569.1	raXP_015992569.1
raXP_015992569.1	pgXP_039703154.1
raXP_015992569.1	pvXP_011357151.1
raXP_016005239.1	raXP_016005239.1
raXP_016005239.1	raXP_016005239.1
raXP_016005239.1	raXP_016005239.1
raXP_016005239.1	raXP_016005239.1
rfXP_032949717.1	rfXP_032949717.1
rfXP_032949717.1	rfXP_032949717.1
rfXP_032949717.1	rfXP_032949717.1
rfXP_032959547.1	rfXP_032959547.1
rfXP_032959547.1	rfXP_032959548.1
rfXP_032959547.1	rfXP_032959547.1
rfXP_032959547.1	rfXP_032959548.1
rfXP_032988672.1	rfXP_032988672.1
rfXP_032961891.1	rfXP_032961891.1
rfXP_032970932.1	rfXP_032970932.1
rfXP_032970932.1	rfXP_032970932.1
rfXP_032974528.1	rfXP_032974528.1
rfXP_032974528.1	rfXP_032974528.1
sbXP_066137161.1	sbXP_066137161.1
sbXP_066134471.1	sbXP_066134471.1
sbXP_066117276.1	sbXP_066117276.1
sbXP_066116264.1	sbXP_066116264.1
sbXP_066112472.1	sbXP_066112472.1
sbXP_066111309.1	sbXP_066111309.1
sbXP_066102711.1	sbXP_066102711.1
sbXP_066102711.1	sbXP_066102711.1
sbXP_066102711.1	sbXP_066102712.1
sbXP_066102711.1	sbXP_066102712.1
sbXP_066094063.1	sbXP_066094063.1
sbXP_066109472.1	sbXP_066109472.1
sbXP_066129820.1	sbXP_066129820.1
ajXP_037007074.2	ajXP_037007074.2
ajXP_037007074.2	pdXP_028390137.2
ajXP_037007074.2	phXP_045680440.1
ajXP_037007074.2	pdXP_028390137.2
ajXP_037013387.2	ajXP_037013387.2
ajXP_037013387.2	ajXP_037013386.2
ajXP_036994283.2	ajXP_036994283.2
drXP_024426406.1	drXP_024426406.1
drXP_024418764.2	drXP_024418764.2
drXP_024431955.2	drXP_024431955.2
drXP_024407262.1	drXP_024407262.1
drXP_024435323.1	drXP_024435323.1
drXP_024429061.2	drXP_024429061.2
drXP_024414889.1	drXP_024414889.1
efXP_008154607.3	efXP_008154607.3
efXP_008154607.3	raXP_015987919.1
efXP_008154607.3	pvXP_011365066.2
efXP_008154607.3	rfXP_032990076.1
efXP_008154607.3	ajXP_036997974.2
efXP_008154607.3	sbXP_066125168.1
efXP_008154607.3	drXP_053767489.1
efXP_008154607.3	pdXP_028377172.2
efXP_008154607.3	phXP_045709153.1
efXP_008154607.3	mbXP_014401291.1
efXP_008154607.3	mlXP_006100439.1
efXP_008154607.3	pnCAK6445303.1
efXP_008154607.3	mdXP_059552152.1
efXP_008154607.3	mmXP_036167651.1
efXP_008154607.3	pkXP_045441793.1
efXP_008154607.3	moXP_036137877.1
efXP_008154607.3	pgXP_039723582.1
efXP_008154607.3	paXP_024900115.1
efXP_027993198.2	efXP_027993198.2
efXP_008152293.2	efXP_008152293.2
efXP_028006633.2	efXP_028006633.2
efXP_028006633.2	efXP_008143301.2
efXP_028006633.2	enKAK1336702.1
efXP_027993193.2	efXP_027993193.2
efXP_027993193.2	efXP_008158476.2
efXP_027993193.2	mbXP_005859479.1
efXP_027993193.2	mbXP_005859480.1
efXP_027993193.2	mbXP_014389656.1
efXP_027993193.2	mbXP_014389657.1
efXP_027993193.2	mdXP_059515177.1
efXP_027993193.2	mbXP_014389656.1
efXP_027993193.2	mbXP_014389657.1
efXP_027993193.2	mbXP_014389656.1
efXP_027993193.2	mmXP_036167562.1
efXP_027993193.2	mbXP_014389657.1
efXP_027993193.2	mdXP_059515176.1
efXP_027993193.2	mlXP_006103073.1
efXP_027993193.2	mlXP_006103072.1
efXP_027993193.2	mmXP_036167564.1
enKAK1334567.1	enKAK1334567.1
enKAK1334943.1	enKAK1334943.1
enKAK1334943.1	enKAK1334943.1
enKAK1334943.1	enKAK1334943.1
enKAK1341837.1	enKAK1341837.1
enKAK1341837.1	enKAK1341837.1
enKAK1341837.1	enKAK1341837.1
enKAK1340827.1	enKAK1340827.1
enKAK1345829.1	enKAK1345829.1
enKAK1333258.1	enKAK1333258.1
enKAK1340936.1	enKAK1340936.1
enKAK1340936.1	pkXP_036312549.1
enKAK1340936.1	efXP_008146987.1
enKAK1340936.1	pnCAK6443208.1
mbXP_014390337.1	mbXP_014390337.1
mbXP_005873493.1	mbXP_005873493.1
mbXP_005873493.1	moXP_036113120.1
mbXP_005873493.1	mdXP_059547246.1
mbXP_005873493.1	efXP_008149995.2
mbXP_005873493.1	mmXP_036203778.1
mbXP_005873493.1	pkXP_036316972.1
mbXP_005873493.1	mlXP_006103778.1
mbXP_014389690.1	mbXP_014389690.1
mbXP_014389690.1	mbXP_014389690.1
mbXP_014389690.1	mbXP_014389690.1
mbXP_014389690.1	mbXP_014389690.1
mbXP_014392407.1	mbXP_014392407.1
mbXP_014392407.1	mbXP_014392407.1
mbXP_014393350.1	mbXP_014393350.1
mbXP_014393350.1	mbXP_014393349.1
mbXP_014393350.1	moXP_036105643.1
mbXP_014393350.1	pdXP_035867521.1
mbXP_014393350.1	mlXP_006086258.1
mbXP_014393350.1	mdXP_059541434.1
mbXP_014393350.1	mmXP_036157953.1
mbXP_014393350.1	pkXP_036314148.1
mbXP_014393350.1	mdXP_059541433.1
mbXP_014393350.1	moXP_036105642.1
mbXP_014393350.1	mlXP_006086259.1
mbXP_014393350.1	pkXP_036314151.1
mbXP_014393350.1	pkXP_036314149.1
mbXP_014393350.1	pdXP_035867522.1
mbXP_014393350.1	mmXP_036157952.1
mbXP_014393350.1	moXP_036105644.1
mbXP_014393350.1	pnCAK6442624.1
mbXP_014393350.1	mbXP_014393348.1
mbXP_014393350.1	mdXP_059541432.1
mbXP_014393350.1	mbXP_014393348.1
mbXP_014393350.1	mmXP_036157951.1
mdXP_059552861.1	mdXP_059552861.1
mdXP_059552861.1	efXP_054572849.1
mdXP_059552861.1	mmXP_036170745.1
mdXP_059516695.1	mdXP_059516695.1
mdXP_059541450.1	mdXP_059541450.1
mdXP_059541450.1	mbXP_005864103.1
mdXP_059543225.1	mdXP_059543225.1
mdXP_059543225.1	mdXP_059543225.1
mdXP_059543225.1	mdXP_059543225.1
mdXP_059543225.1	mdXP_059543225.1
mdXP_059543225.1	mmXP_036208322.1
mdXP_059543225.1	mmXP_036208322.1
mdXP_059543225.1	mmXP_036208322.1
mdXP_059543225.1	mmXP_036208322.1
mdXP_059563862.1	mdXP_059563862.1
mdXP_059563862.1	mdXP_059563864.1
mdXP_059563862.1	mdXP_059563861.1
mdXP_059558071.1	mdXP_059558071.1
mdXP_059558071.1	mbXP_005859945.1
mdXP_059558071.1	mmXP_036212486.1
mlXP_006100236.1	mlXP_006100236.1
mlXP_014321713.1	mlXP_014321713.1
mlXP_014321713.1	mbXP_014391633.1
mlXP_014321713.1	mdXP_059526892.1
mlXP_014321713.1	mmXP_036198039.1
mlXP_023607069.1	mlXP_023607069.1
mlXP_023607069.1	mbXP_005880093.2
mmXP_036199486.1	mmXP_036199486.1
mmXP_036199486.1	mmXP_036161821.1
mmXP_036187206.1	mmXP_036187206.1
mmXP_036204275.1	mmXP_036204275.1
mmXP_036204275.1	mdXP_059546045.1
mmXP_036204275.1	efXP_054576441.1
moXP_036137567.1	moXP_036137567.1
moXP_036124961.1	moXP_036124961.1
moXP_036131009.1	moXP_036131009.1
moXP_036108376.1	moXP_036108376.1
moXP_036124656.1	moXP_036124656.1
moXP_036125648.1	moXP_036125648.1
moXP_036125648.1	moXP_036125648.1
paXP_015453827.1	paXP_015453827.1
paXP_015453827.1	paXP_006923665.1
paXP_015453827.1	paXP_006923664.1
paXP_015453827.1	mlXP_006095225.1
paXP_015453827.1	mbXP_005867481.1
paXP_015453827.1	mbXP_005867481.1
paXP_015453827.1	mbXP_005867481.1
paXP_015453827.1	mlXP_006095225.1
paXP_015453827.1	mlXP_006095225.1
paXP_015453827.1	pgXP_039705696.1
paXP_015453827.1	mmXP_036200857.1
paXP_015453827.1	mmXP_036200857.1
paXP_015453827.1	mmXP_036200857.1
paXP_015453827.1	efXP_008154015.2
paXP_015453827.1	sbXP_066111303.1
paXP_015453827.1	sbXP_066111303.1
paXP_015453827.1	sbXP_066111303.1
paXP_015453827.1	mdXP_059529599.1
paXP_015453827.1	phXP_045673151.1
paXP_015453827.1	raXP_036090805.1
paXP_015453827.1	mdXP_059529599.1
paXP_015453827.1	phXP_045673152.1
paXP_015453827.1	raXP_015995686.1
paXP_015453827.1	mdXP_059529599.1
paXP_015453827.1	moXP_036128887.1
paXP_015453827.1	phXP_045673151.1
paXP_015453827.1	raXP_015995687.1
paXP_015453827.1	moXP_036128887.1
paXP_015453827.1	phXP_045673152.1
paXP_015453827.1	ajXP_037018390.1
paXP_015453827.1	moXP_036128887.1
paXP_015453827.1	pgXP_039705697.1
paXP_015453827.1	phXP_045673151.1
paXP_015453827.1	pnCAK6439422.1
paXP_015453827.1	ajXP_037018390.1
paXP_015453827.1	pgXP_039705698.1
paXP_015453827.1	phXP_045673152.1
paXP_015453827.1	pnCAK6439422.1
paXP_015453827.1	ajXP_037018390.1
paXP_015453827.1	pgXP_039705699.1
paXP_015453827.1	pnCAK6439422.1
paXP_015453827.1	pgXP_039705696.1
paXP_015453827.1	paXP_006923664.1
paXP_006908250.2	paXP_006908250.2
paXP_006908250.2	raXP_016004482.1
paXP_006908250.2	pgXP_039713988.1
paXP_006922884.1	paXP_006922884.1
paXP_006922884.1	paXP_006922884.1
paXP_006925023.1	paXP_006925023.1
pdXP_028377261.1	pdXP_028377261.1
pdXP_028377261.1	pdXP_028377261.1
pdXP_028377261.1	pdXP_028377261.1
pdXP_035871220.1	pdXP_035871220.1
pdXP_035881196.1	pdXP_035881196.1
pdXP_035881196.1	pdXP_035881179.1
pdXP_035881196.1	phXP_045676245.1
pdXP_035881196.1	pdXP_035881173.1
pdXP_028370016.1	pdXP_028370016.1
pdXP_028370016.1	phXP_045698027.1
pdXP_028370016.1	ajXP_053519946.1
pdXP_028370016.1	drXP_053778188.1
pdXP_035870211.1	pdXP_035870211.1
pgXP_039701379.1	pgXP_039701379.1
pgXP_039701379.1	paXP_006917368.1
pgXP_039735046.1	pgXP_039735046.1
pgXP_039735046.1	pgXP_039735047.1
pgXP_039735046.1	pgXP_039735046.1
pgXP_039735046.1	pgXP_039735047.1
pgXP_039735046.1	raXP_036080623.1
pgXP_039735046.1	raXP_036080622.1
pgXP_039735046.1	raXP_036080623.1
moXP_036128894.1	moXP_036128894.1
moXP_036128894.1	moXP_036128894.1
paXP_006904209.1	paXP_006904209.1
paXP_006904209.1	paXP_006904209.1
paXP_006925025.1	paXP_006925025.1
paXP_006925025.1	pgXP_039741918.1
paXP_006925025.1	pvXP_011358345.1
paXP_006925025.1	paXP_006925025.1
pdXP_028358916.2	pdXP_028358916.2
pdXP_028373042.1	pdXP_028373042.1
pdXP_028373042.1	phXP_045684313.1
pdXP_028373042.1	pdXP_035884164.1
pdXP_028379399.2	pdXP_028379399.2
pdXP_028379399.2	phXP_045688540.1
pdXP_028379399.2	drXP_053783048.1
pdXP_028379399.2	drXP_053783047.1
pdXP_035871017.1	pdXP_035871017.1
pdXP_035871017.1	pdXP_035871017.1
pdXP_035871084.1	pdXP_035871084.1
pdXP_035871084.1	phXP_045717722.1
pdXP_035871084.1	pdXP_035871085.1
pdXP_035871084.1	pdXP_035871086.1
pdXP_035871084.1	pdXP_035871087.1
pdXP_035871084.1	pdXP_035871088.1
